43,2004,5,30,1,42,43,51.553,36.362,11,,,4.6,3,0.1,0,10,600,,,,,,,,,,,,,,,,,,,
44,2006,11,5,20,6,40,48.83,37.48,9,,,4.8,11,0.1,0,10,600,,,,,,,,,,,,,,,,,,,
45,2006,12,20,4,39,21.1,35.79,51.926,10,,,4.2,5,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
46,2007,5,11,14,50,9.7,36.847,49.287,4.7,,,4.3,14,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
47,2007,5,22,11,53,10.5,35.672,49.32,3,,,4.1,8,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
48,2008,3,23,12,11,31.8,37.313,48.506,6.2,,,5,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
49,2008,3,26,18,49,57.6,36.38,52.605,9.2,,,4.6,7,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
50,2008,3,27,6,48,59.5,35.809,48.857,13.3,,,4,6,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
51,2008,5,27,6,18,8.3,36.649,48.664,22.9,,,5.3,8,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
52,2008,7,13,22,30,8.5,37.841,48.204,2.6,,,4.1,13,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
53,2008,7,16,15,56,50.8,35.94,53.188,5,,,4.2,8,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
54,2008,9,13,19,24,14,36.785,49.756,7.2,,,4.2,9,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
55,2009,7,29,9,27,44,36.165,50.425,4,,,5,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
56,2009,8,13,13,57,43.4,36.457,52.051,3.7,,,4.1,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
57,2009,10,17,10,53,56.5,35.561,51.498,12,,,4,2,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
58,2010,1,10,6,52,24.7,35.697,48.971,3.5,,,4.1,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
59,2010,1,20,5,20,7.2,35.792,52.859,3.5,,,4.2,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
60,2010,2,2,10,16,28.4,37.857,46.838,5,,,4.6,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
61,2010,4,28,20,4,19.5,35.917,49.13,4.7,,,4.1,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
62,2010,9,8,5,30,32.1,36.821,49.447,5,,,4.3,5,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
63,2011,2,20,11,22,16.5,35.454,51.831,5,,,4,5,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
64,2011,3,4,9,46,27.1,37.732,48.553,6.9,,,4.4,10,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
65,2011,9,3,0,30,51.2,37.551,47.822,5,,,4,7,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
66,2011,12,28,11,58,36.5,35.571,49.909,2.1,,,4,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
67,2012,1,11,17,8,0.6,36.329,52.781,16.3,,,5,13,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
68,2012,1,13,12,35,35.5,35.763,49.028,5,,,4.2,13,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
69,2012,2,10,8,59,38.6,35.559,52.419,11.9,,,4.7,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
70,2012,3,18,2,38,15.3,36.746,49.063,10,,,4.6,6,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
71,2012,7,27,21,19,26.7,36.794,51.296,6,,,4.1,7,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
72,2012,8,6,7,4,17.5,35.907,53.332,5,,,4.2,8,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
73,2012,8,11,14,25,15.1,38.442,46.699,4,,,4.3,2,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
74,2012,8,11,14,38,23.4,38.377,46.763,4,,,4,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
75,2012,8,11,15,21,14.5,38.427,46.8,4,,,4.7,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
76,2013,1,28,19,38,17.2,38.398,46.836,4,,,4.3,11,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
77,2013,2,25,8,3,12.5,37.207,45.207,5,,,4.2,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
78,2013,3,3,20,59,2.9,38.4,46.681,6.4,,,4.1,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
79,2013,3,8,13,45,42,38.367,46.676,4,,,4,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
80,2013,3,21,19,37,3.2,36.142,53.694,5,,,4.8,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
81,2013,6,25,13,22,23.1,38.67,44.65,7.3,,,4.1,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
82,2013,6,28,5,13,8.9,38.647,44.706,10,,,4,9,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
83,2013,7,6,17,7,49.3,37.63,48.966,10.7,,,4.3,6,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
84,2013,7,24,16,51,53.8,35.988,53.536,7.3,,,4.2,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
85,2013,11,5,2,19,28.5,37.833,47.181,5.1,,,4.1,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
86,2013,11,8,10,12,34.4,37.806,47.173,5,,,4.5,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
87,2013,11,9,21,21,3.1,38.345,44.852,6,,,4,4,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
88,2014,5,10,22,4,53.2,36.111,52.141,12.2,,,4,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
89,2014,8,16,23,55,57.2,35.966,52.295,12,,,4.2,15,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
90,2014,12,5,2,49,30.6,36.889,53.754,10,,,4.1,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
91,2014,12,15,4,5,55.8,38.735,45.157,12.6,,,4.2,3,0.5,0,10,600,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
